"Active","Active.1"
0.998864354504947,0.999172411372411
0.0260285714285714,0.0119249574784965
0.0192619047619048,0.0678212151080359
0.0858226551226551,0.0684163153981826
0.460984536577094,0.408905476592012
0.524838334998335,0.414025417605001
0.253940437405732,0.320579492093909
0.813514484538112,0.792854692768401
0.840519617270877,0.821952125160702
0.368897539043469,0.484761064798999
0.536036731097882,0.486704766588794
0.614508558264523,0.704319899141107
0.692836478187738,0.772204884303087
0.692836478187738,0.772204884303087
0.0769007826129111,0.0835390765823877
0.815520551176738,0.817391613467492
0.125996626217469,0.0333942892715744
0.169474327686116,0.120033302639053
0.884801381412381,0.866260265487686
0.465235633523751,0.464994578827238
0.923700485391141,0.956378345719581
0.603030041819206,0.603178852123421
0.421585740658886,0.417571485220125
0.381092166096194,0.399994689724895
0.957690513408161,0.942466074871699
0.948426797679445,0.934652144993824
0.992507268219424,0.986809752855022
0.896524171866819,0.91167994787215
0.421585740658886,0.417571485220125
0.107824936896609,0.144289854111406
0.0282931034482759,0.0155715878948638
0.0941133387685112,0.147344171643811
0.0917800054351778,0.147344171643811
0.0550063069114793,0.172573613886114
0.0663053557553557,0.0296388539621298
0.94997954694992,0.919031999083427
0.534334644378816,0.579879515858552
0.275476342891464,0.273799778519263
0.82925651529432,0.864986766680292
0.81701181289527,0.718282232553622
0.757002062412321,0.784369868545747
0.00187501457868535,0.0194429236773082
0.164846818377636,0.111172255864969
0.202275711068461,0.0876893769791488
0.585122830170146,0.562247600358166
0.489146518159092,0.46668149159296
0.0969633801157168,0.159182584693536
0.0969633801157168,0.159182584693536
0.101219599112321,0.288783786553074
0.101219599112321,0.288783786553074
0.963168866509757,0.948288999904842
0.0969633801157168,0.159182584693536
0.101219599112321,0.288783786553074
0.804241318501503,0.772867646199302
0.0271857014033403,0.0304314249852661
0.519137159820855,0.362088496270957
0.785613045288045,0.695559181440437
0.552300423844414,0.532626686646686
0.939445429303193,0.949437238296416
0.740220177111629,0.94321705517888
0.369208951823015,0.366244217507788
0.824825931513783,0.827175127725059
0.97061298583019,0.975561409680588
0.934149768193891,0.909637426903321
0.695549749536968,0.763092937069411
0.403514653352308,0.305682773086763
0.951949159707196,0.859457713058553
0.930684549945799,0.832324210475515
0.960431677948739,0.886704320582799
0.960431677948739,0.895384513819514
0.8166215665349,0.883942432470911
0.155759587191632,0.0902386148942731
0.725129974007449,0.73726673170183
0.855819236958357,0.837138448192434
0.798614532107383,0.863365417309204
0.740220177111629,0.94321705517888
0.901651102111667,0.964043739129679
0.945219224756981,0.889297395598235
0.960431677948739,0.886704320582799
0.8166215665349,0.883942432470911
0.235640188481936,0.341645302998198
0.509988853381979,0.447341666417913
0.245124235807566,0.194950238977396
0.576890649773631,0.745141111808981
0.415616831954303,0.330558511760362
0.870101486678141,0.864574896633987
0.0582507059422532,0.117096799455719
0.624091143530894,0.620235137110488
0.701515223509781,0.646716406324366
0.706954137741445,0.708796117509436
0.771407874815979,0.856875808564599
0.952050438823431,0.948153530588113
0.939871852429198,0.879409375821311
0.857493830451176,0.900195090107026
0.975016641786182,0.984738322430258
0.71183076485916,0.720768262832649
0.123792275852802,0.131468361327505
0.429131347427053,0.494536521338564
0.123792275852802,0.131468361327505
0.41623847993252,0.248226245273624
0.728621250299645,0.718383647448033
0.793192837171973,0.767620677191521
0.278854913151413,0.430298150610362
0.590406126936984,0.591503226761598
0.386520916316498,0.438349722325643
0.585775299882558,0.561279983321257
0.630274733474614,0.757940619040517
0.310082797877307,0.290010280092218
0.473458403355616,0.403197473071542
0.148641068476677,0.189526362974378
0.135071515557264,0.149484870010896
0.267426862527382,0.200455724653539
0.626515733658986,0.54598341363474
0.647123605850284,0.649517748101591
0.427307757561325,0.290010280092218
0.732405464401327,0.649517748101591
0.745356931735312,0.48053911832516
0.267426862527382,0.200455724653539
0.208213478256439,0.28834276517226
0.68724334775507,0.757940619040517
0.343300154971555,0.246507441129018
0.647123605850284,0.649517748101591
0.626515733658986,0.54598341363474
0.171609583902806,0.174008267411569
0.3039378759026,0.228139301595109
0.54772220016636,0.520860526702587
0.0769007826129111,0.0835390765823877
0.0326098038929308,0.013296978021978
0.05346188794527,0.0686661255010694
0.986806735640854,0.979397771508011
0.335639166656186,0.448122198016328
0.995172182228671,0.98847358420413
0.243918139901128,0.181124378218657
0.535633534436645,0.515271833414128
0.580131499705332,0.369957221420229
0.350796669508382,0.453285037312152
