"Active";"Inactive"
0;1
0;1
0;1
0;1
0;1
0;1
0.68980546265761;0.31019453734239
0.520896774132301;0.479103225867699
0;1
0.899219723141782;0.100780276858218
0;1
0.628410796964473;0.371589203035527
0.927388142086672;0.0726118579133285
0.958685340530929;0.0413146594690712
0;1
0;1
0;1
0;1
0.652593290985474;0.347406709014526
0;1
0.98546630662366;0.0145336933763405
0.936729998541763;0.0632700014582367
0.894000324675325;0.105999675324675
0.942697044622045;0.0573029553779553
0.948531737380267;0.0514682626197333
0.852290550571433;0.147709449428567
0.829947318912025;0.170052681087975
0.805176934612229;0.194823065387771
0.695881017619291;0.304118982380709
0.939405774127833;0.0605942258721671
0;1
0.695881017619291;0.304118982380709
0;1
0;1
0;1
0;1
0;1
0.829007945322651;0.170992054677349
0;1
0.71001712212443;0.28998287787557
0;1
0;1
0;1
0;1
0.778155581140566;0.221844418859434
0;1
0.849153795488997;0.150846204511003
0.873340017239955;0.126659982760045
0.90291758276009;0.0970824172399095
0.990330650719996;0.00966934928000374
0.849153795488997;0.150846204511003
0.849153795488997;0.150846204511003
0;1
0;1
0.689053114206055;0.310946885793945
0;1
0;1
0;1
0.674679892329892;0.325320107670108
0.857557723703312;0.142442276296688
0.911632393858865;0.0883676061411355
0.920740946308594;0.0792590536914064
0.771508407496643;0.228491592503357
0.882029065868772;0.117970934131228
0.943556382234323;0.0564436177656765
0.770326087420205;0.229673912579795
0;1
0.516206628094128;0.483793371905872
0.830962437453614;0.169037562546386
0;1
0.901832743509214;0.0981672564907857
0.938987559989031;0.0610124400109693
0;1
0.580585721304839;0.419414278695161
0.843217728350081;0.156782271649919
0.818040714078949;0.181959285921051
0.930871536198007;0.069128463801993
0.783056066482537;0.216943933517463
0.907360226810227;0.0926397731897731
0.771508407496643;0.228491592503357
0.579153101800161;0.420846898199839
0.781102285078756;0.218897714921244
0.897901928246046;0.102098071753954
0.921590318015318;0.0784096819846818
0.716778828753519;0.283221171246481
0;1
0.516206628094128;0.483793371905872
0.938987559989031;0.0610124400109693
0.842941656692121;0.157058343307879
0.68881413450384;0.31118586549616
0;1
0;1
0.724201887001887;0.275798112998113
0.665807731229492;0.334192268770508
0.766899596318714;0.233100403681286
0.771289958472041;0.228710041527959
0;1
0.698650718834542;0.301349281165458
0.715019718516777;0.284980281483223
0.780852858524917;0.219147141475083
0.810238340689811;0.189761659310189
0.711543412741942;0.288456587258058
0.71420305152364;0.28579694847636
0.764206974615798;0.235793025384202
0.737430321421498;0.262569678578502
0.94755926823721;0.0524407317627903
0;1
0;1
0.725681075460488;0.274318924539512
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.658959857299563;0.341040142700437
0;1
0;1
0.791860140762791;0.208139859237209
0.744132852963444;0.255867147036556
0.852447637738079;0.147552362261921
0;1
0;1
0.667298163730815;0.332701836269185
0;1
0.848480222804932;0.151519777195068
0.744132852963444;0.255867147036556
0.632437540160779;0.367562459839221
0.658959857299563;0.341040142700437
0;1
0;1
0.686442236521648;0.313557763478352
0;1
0;1
0;1
0;1
0;1
0;1
0.643572357163534;0.356427642836466
0;1
0;1
0.607476031822208;0.392523968177792
0.584968063880564;0.415031936119436
0.75807629988799;0.24192370011201
0;1
0;1
0;1
0;1
0.752979278771851;0.247020721228149
0.759110471163338;0.240889528836662
0.755813483111889;0.244186516888111
0.822953360326691;0.177046639673309
0.827145886492822;0.172854113507178
0.839378541637241;0.160621458362759
0.779856460208178;0.220143539791822
0.794271697338895;0.205728302661105
0;1
0.864677831781794;0.135322168218206
0.908570368846839;0.0914296311531606
0.962940161907809;0.037059838092191
0.981384908446673;0.0186150915533267
0.9769160236822;0.0230839763177997
0.983733095499272;0.0162669045007279
0.985840531690532;0.0141594683094682
0.985347572307866;0.0146524276921336
0.973785858204976;0.0262141417950241
0.974877921697039;0.0251220783029608
0.986687830306948;0.0133121696930522
0.988034006353124;0.011965993646876
0.848207015587898;0.151792984412102
0.899749419045007;0.100250580954993
0.909953948448066;0.0900460515519338
0.945090617824441;0.0549093821755586
0.830864340071693;0.169135659928307
0.791430006431477;0.208569993568523
0.725652396514161;0.274347603485839
0.676975334197393;0.323024665802607
0.562910511003158;0.437089488996842
0.710614183039183;0.289385816960817
0;1
0;1
0.68736764754853;0.31263235245147
0.574245843617168;0.425754156382832
0;1
0.689913825063825;0.310086174936175
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.802648279008573;0.197351720991427
0.781860472425178;0.218139527574822
0.768859097057626;0.231140902942374
0.87183688577218;0.12816311422782
0.636163038268921;0.363836961731079
0;1
0.632723131370693;0.367276868629307
0.917484582982377;0.082515417017623
0.773977630811455;0.226022369188545
0.900998569241217;0.0990014307587834
0.63046811114582;0.36953188885418
0.739856101632573;0.260143898367427
0;1
0;1
0;1
0;1
0.998571104657869;0.00142889534213053
0;1
0;1
0.68980546265761;0.31019453734239
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.852876301708268;0.147123698291732
0.877787507808096;0.122212492191904
0.793507968556498;0.206492031443502
0.844293035395976;0.155706964604024
0;1
0;1
0;1
0;1
0;1
0;1
0.998571104657869;0.00142889534213053
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0.655577997002997;0.344422002997003
0.671873760988467;0.328126239011533
0;1
0.91356717704953;0.0864328229504702
0;1
0.739534648412589;0.260465351587411
0.851004989237342;0.148995010762658
0.862606389471095;0.137393610528905
0.911444729127082;0.0885552708729181
0.793708104966929;0.206291895033071
0.799482788126906;0.200517211873094
0.788542158005393;0.211457841994607
0.791801096071684;0.208198903928316
0.847818485573594;0.152181514426406
0.870466651376945;0.129533348623055
0.788890665681068;0.211109334318932
0;1
0;1
0.832099519264073;0.167900480735927
0.706190998489527;0.293809001510473
0;1
0;1
0;1
0;1
0.932307177898354;0.0676928221016456
0.858108514361456;0.141891485638544
0.841585653290065;0.158414346709935
0;1
0;1
0.886715819311407;0.113284180688593
0;1
0;1
0;1
0;1
0;1
0.521039177042428;0.478960822957572
0;1
0;1
0.817452040007922;0.182547959992078
0.891743939393939;0.108256060606061
0.577878835870013;0.422121164129987
0.824749808962967;0.175250191037033
0.862954160657025;0.137045839342975
0.934926433427827;0.0650735665721732
0.934683260478772;0.0653167395212284
0.962997331538431;0.0370026684615691
0.95753100004857;0.0424689999514301
0.96370714802913;0.0362928519708703
0.95960684713177;0.04039315286823
0.83376155836074;0.16623844163926
0.838752483723647;0.161247516276353
0.893540685200533;0.106459314799467
0.770406692898891;0.229593307101109
0.702701568771785;0.297298431228215
0.742768422400326;0.257231577599674
0.882569082027305;0.117430917972695
0.777703406466196;0.222296593533804
0;1
0.789419849216411;0.210580150783589
0.605020495599172;0.394979504400828
0.657002192252192;0.342997807747808
0;1
0;1
0.566295009728834;0.433704990271166
0;1
0;1
0;1
0;1
0;1
0;1
0.745665491834381;0.254334508165619
0.739392501861391;0.260607498138609
0;1
0;1
0;1
0;1
0;1
0;1
0.781606858555388;0.218393141444612
0.910046407256255;0.0899535927437448
0.91222490950564;0.0877750904943601
0.804260287167194;0.195739712832806
0.783811159935636;0.216188840064364
0.893852289242692;0.106147710757308
0.628619931647873;0.371380068352127
0.628619931647873;0.371380068352127
0;1
0.683854550351609;0.316145449648391
0.683854550351609;0.316145449648391
0.741134949364361;0.258865050635639
0.596492351276175;0.403507648723825
0.754785559200575;0.245214440799425
0.860328153382565;0.139671846617435
0.841779791831263;0.158220208168737
0.952163968656616;0.0478360313433844
0.952163968656616;0.0478360313433844
0.843679722913252;0.156320277086748
0.843679722913252;0.156320277086748
0.823332612267906;0.176667387732094
0.897730962338315;0.102269037661685
0.897730962338315;0.102269037661685
0.939345455416044;0.0606545445839562
0.913397365869425;0.0866026341305752
0.911332757003345;0.0886672429966545
0.885384667456727;0.114615332543273
0.908303464074052;0.0916965359259475
0.973066593213648;0.0269334067863523
0.735615210225504;0.264384789774496
0;1
0;1
0;1
0;1
0;1
0;1
